"movie_odid","display_name","production_company","billing","financing","in_association_with","production"
"416380100","A Hidden Life","Elizabeth Bay Productions","2","1","1","0"
"416380100","A Hidden Life","Aceway ","3","1","1","NULL"
"416380100","A Hidden Life","Mister Smith Entertainment","4","1","1","NULL"
"416380100","A Hidden Life","Studio Babelsberg","5","NULL","NULL","1"
"416390100","Zeroville","Patriot Pictures","1","1","NULL","1"
"416390100","Zeroville","Rabbit Bandini Productions","2","NULL","NULL","1"
"416390100","Zeroville","Nagra     ","3","NULL","1","1"
"416390100","Zeroville","MyCinema","4","NULL","1","1"
"416420100","Love and Monsters","21 Laps Entertainment","1","NULL","NULL","NULL"
"416420100","Love and Monsters","Entertainment One","2","NULL","NULL","NULL"
"416420100","Love and Monsters","Paramount Players","3","NULL","NULL","NULL"
"416420100","Love and Monsters","MTV Films","4","NULL","NULL","NULL"
"416640100","Kimi to, nami ni noretara","Toho Co","1","NULL","NULL","NULL"
"416640100","Kimi to, nami ni noretara","GKIDS","2","NULL","NULL","NULL"
"416640100","Kimi to, nami ni noretara","Fuji Television Network","3","NULL","NULL","NULL"
"416640100","Kimi to, nami ni noretara","Science Saru","4","NULL","NULL","NULL"
"416750100","The Messenger","Gateway Films","1","1","NULL","1"
"416750100","The Messenger","Ratio Film     ","2","1","NULL","1"
"416760100","Vif-Argent","Zadig Films","1","1","NULL","1"
"416770100","Jiu Long Bu Bai","Pegasus Motion Pictures","1","NULL","NULL","NULL"
"416770100","Jiu Long Bu Bai","Mandarin Motion Pictures Limited","2","NULL","NULL","NULL"
"416780100","Oray","FilmFaust Filmproduktion","1","NULL","NULL","NULL"
"416780100","Oray","Makhmalbaf Film House","2","NULL","NULL","NULL"
"416780100","Oray","ZDF","3","NULL","NULL","NULL"
"417000100","Escape Plan: The Extractors","Highland Film Group","1","1","NULL","NULL"
"417000100","Escape Plan: The Extractors","Emmett Furla Oasis Films","2","1","NULL","1"
"417000100","Escape Plan: The Extractors","Diamond Film Productions","3","1","NULL","NULL"
"417000100","Escape Plan: The Extractors","Twirly Films Limited","4","NULL","NULL","1"
"417000100","Escape Plan: The Extractors","Leomus Pictures","5","NULL","1","1"
"417000100","Escape Plan: The Extractors","The Fyzz Facility","6","NULL","1","1"
"417250100","Stillstehen","Intramovies","1","NULL","NULL","NULL"
"417270100","Bring the Soul: The Movie","Big Hit Entertainment","1","NULL","NULL","NULL"
"417270100","Bring the Soul: The Movie","Camp Entertainment","2","NULL","NULL","NULL"
"417300100","Monsoon","Moonspun Films","1","NULL","NULL","NULL"
"417300100","Monsoon","BBC Films","2","NULL","NULL","NULL"
"417300100","Monsoon","BFI","3","NULL","NULL","NULL"
"417300100","Monsoon","Sharp House","4","NULL","NULL","NULL"
"417360100","Lucky Day","Davis Films","1","0","NULL","1"
"417360100","Lucky Day","DCP Productions","2","0","NULL","1"
"417360100","Lucky Day","Namaste Productions","3","NULL","1","1"
"417360100","Lucky Day","Aviary International Pictures","4","NULL","1","1"
"417360100","Lucky Day","Telefilm Canada","5","1","1","NULL"
"417490100","Mission Mangal","Cape of Good Films","1","NULL","NULL","NULL"
"417490100","Mission Mangal","Hope Productions","2","NULL","NULL","NULL"
"417490100","Mission Mangal","Fox Star Studios","3","NULL","NULL","NULL"
"417490100","Mission Mangal","Nadiadwala Grandson Entertainment","4","NULL","NULL","NULL"
"417530100","Ut og stjæle hester","Helgeland Film","1","NULL","NULL","1"
"417530100","Ut og stjæle hester","Film i Vast","2","NULL","NULL","1"
"417530100","Ut og stjæle hester","DR Nordisk Film & TV Fond","3","NULL","NULL","1"
"417530100","Ut og stjæle hester","Magnolia Pictures","4","1","NULL","0"
"417530100","Ut og stjæle hester","4 1/2 Fiksjon","5","1","NULL","1"
"417530100","Ut og stjæle hester","Zentropa Entertainments","6","NULL","NULL","1"
"417530100","Ut og stjæle hester","Zentropa Sweden","7","NULL","NULL","1"
"417570100","The White Storm 2: Drug Lords","Entertainment Universe","1","1","NULL","NULL"
"417570100","The White Storm 2: Drug Lords","Guangdong","2","1","NULL","NULL"
"417570100","The White Storm 2: Drug Lords","Sublime Media Group","3","1","NULL","1"
"417570100","The White Storm 2: Drug Lords","Sil-Metropole Organisation","4","NULL","NULL","1"
"417570100","The White Storm 2: Drug Lords","Focus Films","5","NULL","1","1"
"417570100","The White Storm 2: Drug Lords","Sun Entertainment Culture","6","NULL","1","1"
"417570100","The White Storm 2: Drug Lords","Hero Films Co Ltd","7","NULL","1","1"
"417610100","Mystify: Michael Hutchence","Screen Australia","1","1","NULL","NULL"
"417610100","Mystify: Michael Hutchence","BBC Music","2","1","NULL","NULL"
"417610100","Mystify: Michael Hutchence","Australian Broadcasting Corp","3","1","NULL","NULL"
"417610100","Mystify: Michael Hutchence","Baird Films","4","1","1","NULL"
"417610100","Mystify: Michael Hutchence","Film Victoria","5","1","1","NULL"
"417610100","Mystify: Michael Hutchence","Passion Pictures","6","NULL","NULL","1"
"417610100","Mystify: Michael Hutchence","Ghost Pictures","7","NULL","NULL","1"
"417800100","The Comeback Trail","March On Productions","1","NULL","NULL","1"
"417800100","The Comeback Trail","Cloudburst Entertainment","2","1","NULL","0"
"417800100","The Comeback Trail","Storyboard Media","3","0","NULL","1"
"417800100","The Comeback Trail","Alla Prima","4","NULL","NULL","1"
"417800100","The Comeback Trail","Rapid Farms Productions","5","NULL","NULL","1"
"417800100","The Comeback Trail","Ingenious Media","6","NULL","1","1"
"417800100","The Comeback Trail","Sprockefeller Pictures","7","NULL","1","1"
"417800100","The Comeback Trail","Living the Dream Films","8","NULL","1","1"
"417800100","The Comeback Trail","Don Kee Productions","9","NULL","1","1"
"417870100","Freaky","Universal Pictures","1","1","NULL","NULL"
"417870100","Freaky","Blumhouse","2","NULL","NULL","1"
"417870100","Freaky","Divide/Conquer","3","NULL","1","1"
"417980100","In My Room","Pandora Filmproduktion","1","1","NULL","1"
"417980100","In My Room","Echo Films","2","NULL","1","1"
"417980100","In My Room","Komplizen","3","NULL","1","1"
"417980100","In My Room","Westdeutscher Rundfunk","4","NULL","1","1"
"417980100","In My Room","Arte","5","NULL","1","1"
"417990100","Don’t Let Go","Blumhouse","1","NULL","NULL","NULL"
"417990100","Don’t Let Go","Briarcliff Entertainment","2","NULL","NULL","NULL"
"418040100","Saaho","UV Creations","1","NULL","NULL","NULL"
"418040100","Saaho","T-Series","2","NULL","NULL","NULL"
"418050100","Linda Ronstadt: The Sound of My Voice","CNN Films","1","1","NULL","1"
"418050100","Linda Ronstadt: The Sound of My Voice","PCH Films","2","NULL","NULL","1"
"418050100","Linda Ronstadt: The Sound of My Voice","Telling Pictures","3","NULL","1","1"
"418090100","Dorasani","Madhura Entertainment","1","NULL","NULL","NULL"
"418090100","Dorasani","Big Ben Studios","2","NULL","NULL","NULL"
"418470100","Haut les filles","Terra Incognita Films","1","NULL","NULL","NULL"
"418470100","Haut les filles","Arte France Cinema","2","NULL","NULL","NULL"
"418560100","Dreamkatcher","Taylor Lane Productions","1","NULL","NULL","1"
"418570100","Babyteeth","Waking Dream Productions","1","1","1","NULL"
"418570100","Babyteeth","Screen Australia Enterprise Program","2","1","NULL","NULL"
"418570100","Babyteeth","Jan Chapman Films","3","1","NULL","NULL"
"418570100","Babyteeth","Whitefalk Films","4","1","NULL","1"
"418570100","Babyteeth","Weiranderson.com","5","1","NULL","NULL"
"418570100","Babyteeth","Spectrum Films","6","1","NULL","NULL"
"418570100","Babyteeth","Fulcrum Media Finance","7","1","NULL","NULL"
"418570100","Babyteeth","Media Super","8","1","NULL","NULL"
"418570100","Babyteeth","Create NSW","9","1","1","NULL"
"418570100","Babyteeth","Aurora Intensive Development for Australian Scripts","10","1","NULL","NULL"
"418570100","Babyteeth","Screen Australia","11","1","NULL","NULL"
"418630100","Hatsukoi","OLM","1","NULL","NULL","NULL"
"418630100","Hatsukoi","Recorded Picture Company","2","NULL","NULL","NULL"
"418630100","Hatsukoi","Toei Animation","3","NULL","NULL","NULL"
"418690100","Lie huo ying xiong","Far East Films","1","NULL","NULL","NULL"
"418750100","Bennett’s War","Forrest Films","1","1","NULL","0"
"418750100","Bennett’s War","ESX Entertainment","2","NULL","NULL","1"
"418770100","Mank","Netflix International Pictures","1","1","NULL","1"
"418850100","Heimat ist ein Raum aus Zeit","Navigator Film","1","NULL","NULL","NULL"
"419140100","The Big Ugly","Endeavor Content","1","1","NULL","NULL"
"419140100","The Big Ugly","4G Vision","2","NULL","NULL","1"
"419140100","The Big Ugly","Gibson Williams Capital","3","1","NULL","NULL"
"419140100","The Big Ugly","Vertical Entertainment","4","1","NULL","NULL"
"419140100","The Big Ugly","Wing and a Prayer Pictures","5","1","1","NULL"
"419150100","Out of Liberty","Three Coin Productions","1","NULL","NULL","NULL"
"419280100","Give Me Liberty","Give Me Liberty Mfg","1","NULL","NULL","1"
"419280100","Give Me Liberty","Flux Capacitor Studios","2","1","1","NULL"
"419280100","Give Me Liberty","Brimstage Film Fund","3","1","1","NULL"
"419280100","Give Me Liberty","Green Street Film Company","4","1","1","NULL"
"419280100","Give Me Liberty","The Space Program","5","1","1","NULL"
"419280100","Give Me Liberty","Sota Cinema Group","6","1","1","NULL"
"419360100","Daniel Isn’t Real","ACE Productions    ","1","1","NULL","NULL"
"419360100","Daniel Isn’t Real","SpectreVision","2","NULL","NULL","1"
"419530100","Letyat zhuravli","Mosfilm","1","NULL","NULL","1"
"419530100","Letyat zhuravli","Warner Bros.","2","1","NULL","NULL"
"419610100","Beloved Beast","Chronicle Factory","1","1","NULL","1"
"419960100","The Reckoning","Shudder Films","1","NULL","NULL","NULL"
"419960100","The Reckoning","RLJ Entertainment","2","NULL","NULL","NULL"
"420010100","Becky","Yale Productions","1","NULL","NULL","1"
"420010100","Becky","BoulderLight Pictures","2","NULL","NULL","1"
"420010100","Becky","Redbox Entertainment","3","1","NULL","NULL"
"420010100","Becky","SSS Entertainment","4","NULL","1","1"
"420010100","Becky","SSS Film Capital","5","1","1","NULL"
"420050100","Wendy","Fox Searchlight Pictures","1","1","NULL","NULL"
"420050100","Wendy","TSG Entertainment","2","1","1","NULL"
"420050100","Wendy","Department of Motion Pictures","3","NULL","NULL","1"
"420050100","Wendy","Journeyman Pictures","4","NULL","NULL","1"
"420070100","Trauma Center","Emmett Furla Oasis Films","1","NULL","NULL","NULL"
"420070100","Trauma Center","Highland Film Group","2","NULL","NULL","NULL"
"420090100","Ne Zha Zhi Mo Tong Jiang Shi","Well Go USA Entertainment","1","1","NULL","NULL"
"420090100","Ne Zha Zhi Mo Tong Jiang Shi","Chengdu Coco Cartoon","2","NULL","NULL","1"
"420130100","8","Man Makes a Picture","1","NULL","NULL","NULL"
"420140100","El despertar de las hormigas","Betta Films","1","NULL","NULL","NULL"
"420140100","El despertar de las hormigas","Solita","2","NULL","NULL","NULL"
"420170100","Sequin in a Blue Room","AFTRS","1","NULL","NULL","NULL"
"420290100","Ojos Negros","Nanouk Films","1","NULL","NULL","1"
"420290100","Ojos Negros","Filmin   ","2","1","1","NULL"
"420290100","Ojos Negros","Universitat Pompeu Fabra","3","NULL","1","1"
"420560100","The Wretched","Little Runway","1","NULL","NULL","NULL"
"420570100","Penguin Bloom","Made Up Stories","1","NULL","NULL","1"
"420570100","Penguin Bloom","Screen Australia","2","1","1","NULL"
"420570100","Penguin Bloom","Broadtalk","3","NULL","NULL","NULL"
"420570100","Penguin Bloom","JamTart Films","4","NULL","NULL","1"
"420570100","Penguin Bloom","Netflix","5","1","NULL","NULL"
"420570100","Penguin Bloom","Endeavor Content","6","1","1","NULL"
"420570100","Penguin Bloom","Roadshow Films","7","1","1","NULL"
"420570100","Penguin Bloom","Create NSW","8","1","1","NULL"
"420920100","Marriage Story","Netflix","1","1","NULL","NULL"
"420920100","Marriage Story","Heyday Films","2","NULL","NULL","1"
"421030100","Little Joe","Magnolia Pictures","1","1","NULL","NULL"
"421030100","Little Joe","Austrian Film Institute","2","1","NULL","NULL"
"421030100","Little Joe","FISA-Filmstandort Austria","3","1","NULL","NULL"
"421030100","Little Joe","ORF","4","1","NULL","NULL"
"421030100","Little Joe","Filmfonds Wien","5","1","NULL","NULL"
"421030100","Little Joe","Land Niederoesterreich","6","1","NULL","NULL"
"421030100","Little Joe","BBC Films","7","1","NULL","NULL"
"421030100","Little Joe","BFI","8","1","NULL","NULL"
"421030100","Little Joe","Bayerischer Rundfunk","9","1","NULL","NULL"
"421030100","Little Joe","Arte","10","1","NULL","NULL"
"421030100","Little Joe","Medienboard Berlin-Brandenburg","11","1","NULL","NULL"
"421030100","Little Joe","Eurimages","12","1","NULL","NULL"
"421030100","Little Joe","Coop99","13","NULL","NULL","1"
"421030100","Little Joe","The Bureau","14","NULL","NULL","1"
"421030100","Little Joe","Essential Filmproduktion","15","NULL","NULL","1"
"421040100","La Gomera","Magnolia Pictures","1","1","NULL","NULL"
"421040100","La Gomera","42KM Film","2","0","NULL","1"
"421040100","La Gomera","Les Films du Worso","3","0","NULL","1"
"421040100","La Gomera","Komplizen","4","0","NULL","1"
"421110100","ZZ Top: That Little Ol’ Band From Texas","Banger Films","1","1","NULL","1"
"421170100","Extra Ordinary","Blinder Films","1","1","1","0"
"421170100","Extra Ordinary","Umedia","2","0","NULL","1"
"421170100","Extra Ordinary","FIS Eireann","3","1","1","0"
"421170100","Extra Ordinary","Screen Ireland","4","1","1","0"
"421170100","Extra Ordinary","UFund","5","1","1","NULL"
"421170100","Extra Ordinary","Inevitable Pictures","6","NULL","1","1"
"421170100","Extra Ordinary","Epic Pictures Group","7","NULL","1","1"
"421170100","Extra Ordinary","Cranked Up Films","8","1","NULL","1"
"421280100","Of Fish and Foe","Journeyman Pictures","1","NULL","NULL","NULL"
"421420100","Mister America","Magnolia Pictures","1","1","NULL","NULL"
"421420100","Mister America","Abso Lutely Productions","2","NULL","NULL","1"
"421420100","Mister America","Williams Street","3","NULL","1","1"
"421440100","Dauntless: The Battle of Midway","Bayou Pictures","1","NULL","NULL","NULL"
"421450100","K-12","Atlantic Records","1","NULL","NULL","1"
"421450100","K-12","Little Ugly","2","NULL","NULL","1"
"421450100","K-12","Frame 48","3","NULL","NULL","1"
"421450100","K-12","Abramorama","4","1","NULL","NULL"
"421730100","Jin Ji Jiu Yuan","Film Fireworks","1","0","NULL","1"
"421730100","Jin Ji Jiu Yuan","China Communications Press Co LTD","2","1","NULL","NULL"
"421730100","Jin Ji Jiu Yuan","China Modern Film and Television Development Company Limited","3","1","NULL","NULL"
"421730100","Jin Ji Jiu Yuan","Emperor Film Production","4","1","NULL","NULL"
"421730100","Jin Ji Jiu Yuan","Shanghai Tencent Pictures Cultural Diffusion Company","5","1","NULL","NULL"
"421730100","Jin Ji Jiu Yuan","Zhejiang Bona","6","1","NULL","NULL"
"421730100","Jin Ji Jiu Yuan","Beijing Autonavi Yunmap Technology Co, LTD","7","1","NULL","NULL"
"421730100","Jin Ji Jiu Yuan","Tianjin Maoyan Weying Culture Media C, LTD","8","1","NULL","NULL"
"421730100","Jin Ji Jiu Yuan","Ministry of Transport of the People’s Republic of China","9","1","1","NULL"
"421770100","The Way Back","Mayhem Pictures","2","NULL","NULL","1"
"421770100","The Way Back","Bron Creative","3","1","1","0"
"421770100","The Way Back","Warner Bros.","1","1","NULL","NULL"
"421770100","The Way Back","Jennifer Todd Pictures","4","NULL","NULL","1"
"421770100","The Way Back","Film Tribe","5","NULL","NULL","1"
"421900100","Rocks","Fable Pictures    ","1","NULL","NULL","NULL"
"422160100","Mary and Max","Melodrama Pictures","1","NULL","NULL","NULL"
"422240100","Bâsudê wandârando","Fuji Television Network","1","1","NULL","NULL"
"422240100","Bâsudê wandârando","Signal MD","2","NULL","NULL","1"
"422360100","Chhichhore","Focus Fox Studio","1","1","NULL","NULL"
"422360100","Chhichhore","Nadiadwala Grandson Entertainment","2","NULL","NULL","1"
"422810100","Instinct","Topkapi Films","1","NULL","NULL","NULL"
"422810100","Instinct","Man Up Films","2","NULL","NULL","NULL"
"422810100","Instinct","BNNVARA","3","NULL","NULL","NULL"
"423030100","Magari","Wildside","1","NULL","NULL","NULL"
"423030100","Magari","RAI Cinema","2","NULL","NULL","NULL"
"423030100","Magari","Tribus P Films","3","NULL","NULL","NULL"
"423030100","Magari","Iconoclast Films","4","NULL","NULL","NULL"
"423040100","The Two Popes","Netflix","1","1","NULL","1"
"423040100","The Two Popes","Rideback","2","1","1","NULL"
"423180100","Wan P?su Sutanp?do","Toei Animation","1","1","NULL","1"
"423190100","C'est quoi cette mamie?!","TF1 Studio","1","NULL","NULL","NULL"
"423190100","C'est quoi cette mamie?!","Bonne Pioche Cinema","2","NULL","NULL","NULL"
"423250100","Gift","Gaudete Films","1","1","NULL","1"
"423250100","Gift","Intuitive Pictures","2","1","NULL","1"
"423260100","The Dead Center","Sequitur Cinema","1","1","NULL","0"
"423260100","The Dead Center","LC Pictures","2","NULL","1","1"
"423270100","Making Waves: The Art of Cinematic Sound","Dogwoof","1","NULL","NULL","NULL"
"423270100","Making Waves: The Art of Cinematic Sound","Good Movies Entertainment","2","NULL","NULL","NULL"
"423270100","Making Waves: The Art of Cinematic Sound","Buster Films","3","NULL","NULL","NULL"
"423270100","Making Waves: The Art of Cinematic Sound","Ain’t Heard Nothing Yet","4","NULL","NULL","NULL"
"423300100","Gregory’s Girl","Samuel Goldwyn Films","1","1","NULL","1"
"423330100","The Nest","Colorado Film Production","1","NULL","NULL","1"
"423330100","The Nest","Vision Distribution","2","1","NULL","NULL"
"423790100","The Vigil","BoulderLight Pictures","1","NULL","NULL","1"
"423790100","The Vigil","Angry Adam","2","NULL","1","1"
"423790100","The Vigil","Blumhouse","3","1","NULL","NULL"
"423810100","Western Stars","New Line Cinema","1","NULL","NULL","1"
"423810100","Western Stars","Warner Bros.","2","1","NULL","NULL"
"423840100","Hearts and Bones","Caravan Pictures","1","1","1","0"
"423840100","Hearts and Bones","Night Kitchen Productions   ","2","NULL","NULL","1"
"423840100","Hearts and Bones","Screen Australia","3","1","0","NULL"
"423840100","Hearts and Bones","Create NSW","4","1","1","NULL"
"423840100","Hearts and Bones","Spectrum Films","5","1","1","NULL"
"423840100","Hearts and Bones","Lemac","6","1","1","NULL"
"423870100","Morto Não Fala","Globo Filmes","1","NULL","NULL","NULL"
"423920100","Mr. Klein","Basil Film","1","1","NULL","1"
"423930100","La virgen de agosto","Los Ilusos Films SL","1","NULL","NULL","1"
"423930100","La virgen de agosto","La Virgen de Agosto AIE","2","NULL","NULL","1"
"423930100","La virgen de agosto","Gobierno De Espana-ICAA","3","1","NULL","NULL"
"423930100","La virgen de agosto","Telemadrid","4","1","1","NULL"
"423930100","La virgen de agosto","Comunidad De Madrid","5","1","1","NULL"
"423940100","Wrinkles the Clown","Magnet Releasing","1","1","NULL","NULL"
"423940100","Wrinkles the Clown","Topic   ","2","1","NULL","1"
"423940100","Wrinkles the Clown","No Weather","3","NULL","NULL","1"
"423940100","Wrinkles the Clown","Crush Films","4","NULL","NULL","1"
"423950100","Scandalous: The Untold Story of the National Enquirer","This Is Just a Test","1","NULL","NULL","NULL"
"423950100","Scandalous: The Untold Story of the National Enquirer","Magnolia Pictures","2","1","NULL","NULL"
"423950100","Scandalous: The Untold Story of the National Enquirer","CNN Films","3","1","NULL","1"
"423950100","Scandalous: The Untold Story of the National Enquirer","AGC","4","1","1","NULL"
"423960100","QT8: The First Eight","Wood Entertainment    ","1","NULL","NULL","1"
"423960100","QT8: The First Eight","21 Years Documentary Series","2","NULL","NULL","1"
"423960100","QT8: The First Eight","Fathom Events","3","1","NULL","NULL"
"423990100","La odisea de los giles","K&S Films","1","NULL","NULL","NULL"
"423990100","La odisea de los giles","Mod Producciones","2","NULL","NULL","NULL"
"423990100","La odisea de los giles","Kenya Films","3","NULL","NULL","NULL"
"424120100","Cracked Up","Ripple Effect Films","1","NULL","NULL","NULL"
"424120100","Cracked Up","Healing from Trauma","2","NULL","NULL","NULL"
"424120100","Cracked Up","Artemis Rising Foundation","3","NULL","NULL","NULL"
"424140100","The Jack in the Box","Fowler Media","1","NULL","NULL","NULL"
"424190100","En Brazos de un Asesino","Pantelion Films","1","1","NULL","NULL"
"424190100","En Brazos de un Asesino","Lionsgate","2","1","1","NULL"
"424190100","En Brazos de un Asesino","William Levy Entertainment","3","NULL","NULL","1"
"424220100","Go Fish!","Grindstone Entertainment Group","1","NULL","NULL","NULL"
"424560100","Divino Amor","Desvia Filmes","1","NULL","NULL","1"
"424560100","Divino Amor","Malbicho Cine","2","NULL","NULL","1"
"424560100","Divino Amor","Snowglobe","3","NULL","NULL","1"
"424560100","Divino Amor","Mer Films  ","4","NULL","NULL","1"
"424560100","Divino Amor","Film i Vast","5","NULL","NULL","1"
"424560100","Divino Amor","Globo Filmes","6","NULL","NULL","1"
"424560100","Divino Amor","Canal Brasil","7","NULL","NULL","1"
"424560100","Divino Amor","Ancine","8","1","NULL","NULL"
"424560100","Divino Amor","BRDE","9","1","NULL","NULL"
"424560100","Divino Amor","Icau","10","1","NULL","NULL"
"424560100","Divino Amor","Funcultura","11","1","NULL","NULL"
"424560100","Divino Amor","Sorfond","12","1","NULL","NULL"
"424560100","Divino Amor","World Cinema Fund Europe","13","1","NULL","NULL"
"424560100","Divino Amor","Ibermedia","14","1","NULL","NULL"
"424650100","La vérité","3B Productions","1","NULL","NULL","1"
"424650100","La vérité","Bunbuku","2","NULL","NULL","1"
"424650100","La vérité","M.i Movies","3","NULL","NULL","1"
"424650100","La vérité","France 3 Cinema","4","NULL","NULL","1"
"424650100","La vérité","France Television","5","1","0","1"
"424650100","La vérité","Canal Plus","6","1","NULL","1"
"424650100","La vérité","Cine Plus","7","1","NULL","1"
"424650100","La vérité","Jamal Zeinal-Zade","8","1","1","NULL"
"424650100","La vérité","Jasmin Zeinalzade","9","1","1","NULL"
"424650100","La vérité","Margot Zeinalzade","10","1","1","NULL"
"424650100","La vérité","Garidi Films","11","1","1","NULL"
"424650100","La vérité","Cofinova 15","12","1","1","NULL"
"424650100","La vérité","Indiefilms 7","13","1","1","NULL"
"424650100","La vérité","Cinecap 2","14","1","1","NULL"
"424650100","La vérité","Procirep","15","1","NULL","NULL"
"424650100","La vérité","Cineimage 13","16","1","1","NULL"
"424650100","La vérité","La Region-Ile-de-France","17","1","NULL","NULL"
"424670100","Technoboss","O Som e a Furia","1","NULL","NULL","1"
"424670100","Technoboss","Shellac Sud","2","NULL","NULL","1"
"424710100","J’ai perdu mon corps","Netflix","1","1","NULL","NULL"
"424710100","J’ai perdu mon corps","Xilam Films","2","1","NULL","NULL"
"424710100","J’ai perdu mon corps","Xilam Animation","3","NULL","NULL","1"
"424710100","J’ai perdu mon corps","La Region-Ile-de-France","4","1","NULL","NULL"
"424710100","J’ai perdu mon corps","Region Reunion","5","1","NULL","NULL"
"424710100","J’ai perdu mon corps","la Region Auvergne-Rhone-Alpes","6","1","NULL","NULL"
"424710100","J’ai perdu mon corps","Angoa Intl","7","1","NULL","NULL"
"424710100","J’ai perdu mon corps","Centre National du Cinema et de L Image Animee","8","1","NULL","NULL"
"424710100","J’ai perdu mon corps","Auvergne Rhone Alpes Cinema","9","1","1","NULL"
"424710100","J’ai perdu mon corps","Sofitvcine 6","10","1","1","NULL"
"424710100","J’ai perdu mon corps","Indiefilms 7","11","1","1","NULL"
"424730100","Moonlight Sonata: Deafness in Three Movements","Abramorama","1","1","NULL","NULL"
"424730100","Moonlight Sonata: Deafness in Three Movements","HBO Documentary Films","2","1","NULL","NULL"
"424730100","Moonlight Sonata: Deafness in Three Movements","Vermilion Films","3","NULL","NULL","1"
"424750100","First Cow","Filmscience","1","NULL","NULL","1"
"424750100","First Cow","A24","2","1","NULL","NULL"
"424750100","First Cow","IAC Films","3","NULL","NULL","1"
"424880100","Sole","Kino Produzioni","1","NULL","NULL","NULL"
"424880100","Sole","RAI Cinema","2","NULL","NULL","NULL"
"424880100","Sole","Lava Films","3","NULL","NULL","NULL"
"424980100","Thalasso","Les Films du Worso","1","NULL","NULL","NULL"
"424980100","Thalasso","Wild Bunch","2","NULL","NULL","NULL"
"425180100","The Assistant","3311 Productions","1","1","NULL","NULL"
"425180100","The Assistant","JJ HoMEward Productions","2","1","1","NULL"
"425180100","The Assistant","Cinereach Films","3","1","1","NULL"
"425180100","The Assistant","Level Forward","4","1","1","NULL"
"425180100","The Assistant","Bellmer Pictures","5","NULL","NULL","1"
"425180100","The Assistant","Forensic Films","6","NULL","NULL","1"
"425180100","The Assistant","Symbolic Exchange","7","NULL","NULL","1"
"425180100","The Assistant","Bleecker Street ","8","1","NULL","NULL"
"425200100","The Last Vermeer","Imperative Entertainment","1","1","NULL","1"
"425210100","Notre-Dame du Nil","Chapter 2","1","NULL","NULL","NULL"
"425210100","Notre-Dame du Nil","Les Film du Tambour","2","NULL","NULL","NULL"
"425260100","Chasing Einstein","Ignite Channel","1","1","NULL","1"
"425270100","Brother’s Day","Magic Frames","1","NULL","NULL","NULL"
"425340100","Fantastic Fungi","Moving Art","1","NULL","NULL","NULL"
"425570100","Seahorse","BBC Films","1","1","NULL","NULL"
"425570100","Seahorse","Grain Media","2","NULL","NULL","1"
"425570100","Seahorse","Glimmer Films","3","NULL","1","1"
"425570100","Seahorse","The Guardian","4","NULL","1","1"
"425610100","Martha: A Picture Story","Umbrella Entertainment","1","NULL","NULL","NULL"
"425740100","Prescience","Shoreline Entertainment","1","1","NULL","1"
"425750100","La belle époque","101 Films","1","NULL","NULL","NULL"
"425750100","La belle époque","Pathe","2","NULL","NULL","NULL"
"425790100","Ride Like a Girl","Saban Films","1","1","NULL","NULL"
"425790100","Ride Like a Girl","Magdalene Media","2","NULL","NULL","1"
"425800100","Ballet Blanc","Area 33 Productions","1","1","NULL","1"
"425860100","Extinct","Cinesite","1","NULL","NULL","NULL"
"425880100","No Safe Spaces","MJM Entertainment Group","1","NULL","NULL","1"
"425880100","No Safe Spaces","Dangerous Documentaries","2","NULL","NULL","1"
"425880100","No Safe Spaces","Madison McQueen","3","NULL","NULL","1"
"425880100","No Safe Spaces","Atlas Distribution Company","4","1","NULL","NULL"
"425910100","Sea Fever","Film i Vast","1","NULL","NULL","NULL"
"425910100","Sea Fever","Epic Pictures Group","2","NULL","NULL","NULL"
"425910100","Sea Fever","Creative Capital","3","NULL","NULL","NULL"
"425910100","Sea Fever","Screen Ireland","4","NULL","NULL","NULL"
"425970100","Chick Fight","Idiot Savant Pictures","1","NULL","1","1"
"425970100","Chick Fight","Yale Productions","2","NULL","NULL","1"
"425970100","Chick Fight","Quiver Distribution Inc.","3","1","NULL","NULL"
"425970100","Chick Fight","Redbox Entertainment","4","1","NULL","NULL"
"425970100","Chick Fight","Media Finance Capital","5","1","1","NULL"
"425970100","Chick Fight","Cranium Entertainment","6","NULL","1","1"
"425970100","Chick Fight","Do More Productions","7","NULL","1","1"
"425970100","Chick Fight","Vested Interest","8","1","1","NULL"
"425970100","Chick Fight","Chevale Productions","9","NULL","1","1"
"425970100","Chick Fight","SSS Entertainment","10","0","1","1"
"425970100","Chick Fight","SSS Film Capital","11","1","1","NULL"
"426050100","Bacurau","Kino Lorber","1","1","NULL","NULL"
"426050100","Bacurau","CinemaScopio","2","NULL","NULL","1"
"426050100","Bacurau","SBS Productions","3","NULL","NULL","1"
"426290100","Enai Noki Paayum Thota","Ondraga Entertainment","1","1","NULL","1"
"426290100","Enai Noki Paayum Thota","Vels Film International","2","1","NULL","1"
"426300100","Akik maradtak","Inforg Studio","1","1","NULL","1"
"426300100","Akik maradtak","Media Council of the National Media and Infocommunications Authority","2","1","NULL","NULL"
"426300100","Akik maradtak","Visionteam L.O.","3","NULL","NULL","1"
"426470100","American Hunt","High Octane Pictures","1","NULL","NULL","NULL"
"426550100","Come As You Are","Samuel Goldwyn Films","1","1","NULL","NULL"
