"movie_odid","display_name","production_company","billing","financing","in_association_with","production"
"216730100","Two-Bit Waltz","Matchstick ","2","NULL","NULL","1"
"216740100","Life Partners","Red Crown","1","NULL","NULL","1"
"216740100","Life Partners","Magnolia Pictures","2","NULL","NULL","1"
"216750100","Captive","Paramount Pictures","1","1","NULL","1"
"216750100","Captive","BN Films","2","NULL","NULL","1"
"216750100","Captive","Brightside Entertainment","3","NULL","NULL","1"
"216750100","Captive","1019 Entertainment","4","NULL","NULL","1"
"216750100","Captive","Yoruba Saxon","5","NULL","NULL","1"
"216750100","Captive","Itaca Films","6","NULL","NULL","1"
"216770100","Danny Collins","Shivhans Pictures","1","NULL","NULL","1"
"216770100","Danny Collins","Handwritten Films","2","NULL","NULL","1"
"216770100","Danny Collins","Big Indie Pictures","3","NULL","1","1"
"216850100","A Cure for Wellness","New Regency","1","0","NULL","1"
"216850100","A Cure for Wellness","Blind Wink","2","NULL","NULL","1"
"216850100","A Cure for Wellness","Regency Enterprises","3","1","NULL","NULL"
"216860100","The Choice","Lionsgate","1","1","NULL","NULL"
"216860100","The Choice","Nicholas Sparks Productions","2","NULL","NULL","1"
"216860100","The Choice","The Safran Company","3","NULL","NULL","1"
"216870100","Altamira","Samuel Goldwyn Films","1","1","NULL","NULL"
"216870100","Altamira","Myriad Pictures","2","1","NULL","NULL"
"216870100","Altamira","Morena Films","3","NULL","NULL","1"
"216870100","Altamira","El Maestro De Altamira","4","NULL","NULL","1"
"216880100","Wonder","Participant Media","1","1","1","NULL"
"216880100","Wonder","Walden Media","2","1","1","NULL"
"216880100","Wonder","Mandeville Films","3","NULL","NULL","1"
"216880100","Wonder","Lionsgate","4","1","NULL","1"
"216910100","The Infiltrator","Bank Leumi","2","1","NULL","NULL"
"216910100","The Infiltrator","Lipsync Productions","3","1","NULL","NULL"
"216910100","The Infiltrator","Good Films","1","1","NULL","1"
"216920100","The Postcard Killings","George Films","1","NULL","NULL","1"
"216920100","The Postcard Killings","Good Films","2","NULL","NULL","1"
"216920100","The Postcard Killings","Capstone Group LLC","3","NULL","NULL","1"
"216920100","The Postcard Killings","Hindsight","4","NULL","NULL","1"
"216920100","The Postcard Killings","Lip Sync","5","NULL","NULL","1"
"216920100","The Postcard Killings","RLJ Entertainment","6","1","NULL","NULL"
"216980100","Actress","4th Row Films","1","NULL","NULL","1"
"216980100","Actress","Prewar Cinema","2","NULL","NULL","1"
"216990100","Hoje Eu Quero Voltar Sozinho","Lacuna Filmes","1","NULL","NULL","1"
"217000100","Jigoku de naze warui","Drafthouse Films","1","NULL","NULL","1"
"217010100","Miss Julie","Wrekin Hill Entertainment","1","1","NULL","NULL"
"217010100","Miss Julie","Maipo Film","2","NULL","NULL","1"
"217010100","Miss Julie","The Apocalypse Film Company","3","NULL","NULL","1"
"217010100","Miss Julie","Senorita Films","4","NULL","NULL","1"
"217010100","Miss Julie","Subotica Ltd","5","NULL","NULL","1"
"217010100","Miss Julie","Media House Capital","6","NULL","1","1"
"217010100","Miss Julie","Altaris Partners","7","NULL","1","1"
"217030100","Still Alice","Lutzus-Brown","1","NULL","NULL","1"
"217030100","Still Alice","Killer Films","2","NULL","1","1"
"217030100","Still Alice","Big Indie Pictures","3","NULL","1","1"
"217030100","Still Alice","Shriver Films","4","NULL","1","1"
"217060100","The Curse of Sleeping Beauty","Bleiberg Entertainment","1","1","NULL","NULL"
"217060100","The Curse of Sleeping Beauty","Xlrator Media","2","1","NULL","NULL"
"217060100","The Curse of Sleeping Beauty","Nexus Motion Picture Company","3","1","1","NULL"
"217060100","The Curse of Sleeping Beauty","Ehud Bleiberg","4","NULL","NULL","1"
"217100100","Hundraåringen som klev ut genom fönstret och försvann","Film i Vast","1","NULL","NULL","1"
"217100100","Hundraåringen som klev ut genom fönstret och försvann","Wild Bunch","2","NULL","NULL","1"
"217100100","Hundraåringen som klev ut genom fönstret och försvann","StudioCanal","3","NULL","NULL","1"
"217130100","Huang jin shi dai","Stellar Megamedia","1","NULL","NULL","1"
"217140100","Watchers of the Sky","Propeller Films","1","NULL","NULL","1"
"217140100","Watchers of the Sky","Antelope Foundation","2","0","1","1"
"217140100","Watchers of the Sky","Chicken and Egg Pictures","3","NULL","1","1"
"217140100","Watchers of the Sky","Dakota Group","4","NULL","1","1"
"217140100","Watchers of the Sky","LBC Films","5","NULL","1","1"
"217150100","Eternity: The Movie","Singer Slash Songwriter Film","1","NULL","NULL","1"
"217150100","Eternity: The Movie","Todd Lucas Movie Production","2","NULL","NULL","1"
"217160100","Hiroshima Mon Amour","Argos","1","NULL","NULL","1"
"217160100","Hiroshima Mon Amour","Como   ","2","NULL","NULL","1"
"217160100","Hiroshima Mon Amour","Pathe Overseas","3","NULL","NULL","1"
"217170100","The Lego Batman Movie","Warner Bros.","1","1","NULL","NULL"
"217170100","The Lego Batman Movie","Lego Systems A/S ","2","1","1","NULL"
"217170100","The Lego Batman Movie","Lin Pictures","3","NULL","NULL","1"
"217170100","The Lego Batman Movie","Lord Miller","4","NULL","NULL","1"
"217170100","The Lego Batman Movie","Vertigo Entertainment","5","NULL","NULL","1"
"217170100","The Lego Batman Movie","Warner Animation Group","6","NULL","NULL","1"
"217180100","Joe Dirt 2: Beautiful Loser","Happy Madison","1","NULL","NULL","NULL"
"217200100","The Rewrite","Castle Rock Entertainment","1","NULL","NULL","1"
"217200100","The Rewrite","Reserve Room","2","NULL","NULL","1"
"217220100","London Fields","GVN Releasing","1","1","NULL","NULL"
"217220100","London Fields","Hero Entertainment","2","1","NULL","NULL"
"217220100","London Fields","Picturepro LLC","3","1","NULL","NULL"
"217220100","London Fields","Gap Financing","4","1","NULL","NULL"
"217220100","London Fields","Muse Productions","5","0","0","1"
"217220100","London Fields","Media Talent Group","6","NULL","NULL","1"
"217220100","London Fields","Mirada Studios","7","NULL","1","1"
"217220100","London Fields","Demarest Films","8","NULL","1","1"
"217220100","London Fields","Lipsync Productions","9","NULL","1","1"
"217220100","London Fields","Head Gear Films","10","NULL","1","1"
"217220100","London Fields","Blazepoint Limited","11","NULL","1","1"
"217220100","London Fields","Curiously Bright Entertainment","12","NULL","1","1"
"217220100","London Fields","Periscope Entertainment","13","NULL","1","1"
"217220100","London Fields","Arrival Entertainment","14","NULL","1","1"
"217220100","London Fields","Vedette Finance","15","1","1","NULL"
"217220100","London Fields","Living the Dream Films","16","NULL","1","1"
"217230100","Vice","Emmett Furla Oasis Films","1","NULL","NULL","1"
"217230100","Vice","Aperture Entertainment","2","NULL","1","1"
"217240100","Heist","Emmett Furla Oasis Films","1","1","0","1"
"217240100","Heist","Grindstone Entertainment Group","2","1","0","0"
"217240100","Heist","The Fyzz Facility","3","1","1","0"
"217240100","Heist","RPI   ","4","NULL","NULL","1"
"217240100","Heist","Silver Plane Films","5","NULL","1","1"
"217240100","Heist","TriVision Pictures Inc","6","NULL","1","1"
"217240100","Heist","Mass Hysteria Entertainment Company Inc","7","NULL","1","1"
"217290100","The Wanted 18","Just Vision","1","NULL","NULL","1"
"217310100","Urge","Sculpter Media","1","1","1","NULL"
"217310100","Urge","Lionsgate Premiere","2","1","NULL","NULL"
